seed,condition,method,instance,family,n_cities,repetition,trial_seed,feasible,tour_length,optimum,optimality_gap,runtime_seconds,status,solver_sha256
303,trained,trained,berlin52,berlin,52,3,784293571,True,7984.0,7542.0,0.05860514452399894,0.21967511007096618,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,berlin52,berlin,52,4,4111346948,True,8189.0,7542.0,0.08578626359055953,0.1698628879385069,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil51,eil,51,0,722443331,True,460.0,426.0,0.07981220657276995,0.1911514779785648,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil51,eil,51,1,2381091432,True,455.0,426.0,0.06807511737089202,0.2212731729960069,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil51,eil,51,2,202603972,True,461.0,426.0,0.08215962441314555,0.1769170700572431,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil51,eil,51,3,628895531,True,461.0,426.0,0.08215962441314555,0.22104559594299644,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil51,eil,51,4,2481363331,True,472.0,426.0,0.107981220657277,0.25319145200774074,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil76,eil,76,0,2235768994,True,571.0,538.0,0.06133828996282528,0.6867584279971197,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil76,eil,76,1,280944500,True,575.0,538.0,0.0687732342007435,0.7330971589544788,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil76,eil,76,2,1230667004,True,573.0,538.0,0.06505576208178439,0.8410475559066981,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil76,eil,76,3,1033955924,True,565.0,538.0,0.05018587360594796,0.5334252070169896,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,eil76,eil,76,4,2295589593,True,571.0,538.0,0.06133828996282528,0.5863396709319204,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroA100,kroa,100,0,3494759261,True,22146.0,21282.0,0.04059768818720045,2.3696943450486287,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroA100,kroa,100,1,770240068,True,22046.0,21282.0,0.03589888168405225,1.7932234270265326,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroA100,kroa,100,2,2047680647,True,22977.0,21282.0,0.079644770228362,2.617532298900187,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroA100,kroa,100,3,2666194553,True,22438.0,21282.0,0.054318203176393194,2.3781162300147116,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroA100,kroa,100,4,1610871571,True,22549.0,21282.0,0.0595338783948877,2.867812577052973,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroB100,krob,100,0,678222817,True,22658.0,22141.0,0.023350345512849466,1.9153943459969014,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroB100,krob,100,1,2606320433,True,22658.0,22141.0,0.023350345512849466,1.8977862159954384,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroB100,krob,100,2,2027112005,True,22840.0,22141.0,0.031570389774626256,2.1410781339509413,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroB100,krob,100,3,2896283894,True,23777.0,22141.0,0.07389006819926833,1.652414746931754,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroB100,krob,100,4,1131665563,True,23078.0,22141.0,0.042319678424642064,1.2906746120424941,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroC100,kroc,100,0,196000516,True,22191.0,20749.0,0.06949732517229747,2.747882804949768,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroC100,kroc,100,1,4183866491,True,21493.0,20749.0,0.03585714974215625,1.2773729420732707,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroC100,kroc,100,2,97490037,True,22190.0,20749.0,0.069449130078558,2.048357634921558,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroC100,kroc,100,3,3743513932,True,21356.0,20749.0,0.029254421899850596,1.5150762649718672,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroC100,kroc,100,4,3550959892,True,22103.0,20749.0,0.06525615692322521,2.4961750189540908,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroD100,krod,100,0,3132020340,True,21782.0,21294.0,0.022917253686484455,2.3712462009862065,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroD100,krod,100,1,3075017911,True,22135.0,21294.0,0.03949469334084719,1.8868886650307104,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroD100,krod,100,2,2351860004,True,21992.0,21294.0,0.03277918662534047,1.875984586076811,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroD100,krod,100,3,3513477313,True,22674.0,21294.0,0.06480698788391095,1.907983054057695,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroD100,krod,100,4,570723974,True,22625.0,21294.0,0.0625058701981779,1.9064567009918392,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroE100,kroe,100,0,708688887,True,22968.0,22068.0,0.040783034257748776,2.153873899951577,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroE100,kroe,100,1,2096233207,True,23578.0,22068.0,0.06842486858800073,1.7994686100864783,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroE100,kroe,100,2,20053432,True,23354.0,22068.0,0.05827442450607214,2.2794457379495725,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroE100,kroe,100,3,2144915829,True,23230.0,22068.0,0.05265542867500453,2.290259931003675,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,kroE100,kroe,100,4,406326057,True,22994.0,22068.0,0.04196121080297263,1.657067627995275,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,pr76,pr,76,0,2901781829,True,110415.0,108159.0,0.020858181011288935,0.7996495040133595,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,pr76,pr,76,1,4223746057,True,115863.0,108159.0,0.07122846919812498,1.1755285320105031,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,pr76,pr,76,2,3193699373,True,113333.0,108159.0,0.047836980741316024,1.0484615080058575,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,pr76,pr,76,3,1127408407,True,115902.0,108159.0,0.07158904945496908,0.6940096929902211,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,pr76,pr,76,4,2617542188,True,110406.0,108159.0,0.020774970182786453,0.8029107480542734,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rat99,rat,99,0,3278022449,True,1274.0,1211.0,0.05202312138728324,1.8703054009238258,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rat99,rat,99,1,1665794358,True,1291.0,1211.0,0.06606110652353427,1.6591418359894305,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rat99,rat,99,2,652086649,True,1314.0,1211.0,0.08505367464905036,1.6479819240048528,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rat99,rat,99,3,2959654235,True,1305.0,1211.0,0.07762180016515277,1.551738781039603,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rat99,rat,99,4,1920425705,True,1273.0,1211.0,0.05119735755573906,1.0856623119907454,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rd100,rd,100,0,3753266947,True,8451.0,7910.0,0.0683944374209861,2.684747313032858,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rd100,rd,100,1,611398029,True,8571.0,7910.0,0.08356510745891277,2.968118410091847,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rd100,rd,100,2,1951760086,True,8661.0,7910.0,0.09494310998735778,1.9714023129781708,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rd100,rd,100,3,3144798270,True,8841.0,7910.0,0.11769911504424779,1.9557130060857162,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,rd100,rd,100,4,29074028,True,8385.0,7910.0,0.06005056890012642,2.8096814419841394,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,st70,st,70,0,401453960,True,719.0,675.0,0.06518518518518518,0.6260863799834624,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,st70,st,70,1,1288691155,True,721.0,675.0,0.06814814814814815,0.4608746130252257,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,st70,st,70,2,3632188453,True,727.0,675.0,0.07703703703703704,0.4606552920304239,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,st70,st,70,3,4136753824,True,752.0,675.0,0.11407407407407408,0.5558082279749215,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
303,trained,trained,st70,st,70,4,2657995636,True,721.0,675.0,0.06814814814814815,0.478993030032143,FEASIBLE,a7280848576556479ca2ae495621dbccf1972602d6c3030b0c7cafeb25fcddb7
101,base64,base64,berlin52,berlin,52,0,2874989832,True,8193.0,7542.0,0.08631662688941925,0.19291881599929184,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,berlin52,berlin,52,1,2287868315,True,8193.0,7542.0,0.08631662688941925,0.19242484704591334,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,berlin52,berlin,52,2,2709997624,True,8193.0,7542.0,0.08631662688941925,0.20870396099053323,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,berlin52,berlin,52,3,764792075,True,8193.0,7542.0,0.08631662688941925,0.21885171195026487,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,berlin52,berlin,52,4,2566821560,True,8193.0,7542.0,0.08631662688941925,0.2141725920373574,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil51,eil,51,0,786996049,True,454.0,426.0,0.06572769953051644,0.1832608749391511,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil51,eil,51,1,235966183,True,454.0,426.0,0.06572769953051644,0.1785112280631438,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil51,eil,51,2,2032342391,True,454.0,426.0,0.06572769953051644,0.17473160196095705,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil51,eil,51,3,394292198,True,454.0,426.0,0.06572769953051644,0.17650834703817964,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil51,eil,51,4,3698758310,True,454.0,426.0,0.06572769953051644,0.174209121032618,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil76,eil,76,0,3488733294,True,572.0,538.0,0.06319702602230483,0.520241613034159,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil76,eil,76,1,2519436327,True,572.0,538.0,0.06319702602230483,0.5201779350172728,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil76,eil,76,2,3670790312,True,572.0,538.0,0.06319702602230483,0.5254573250422254,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil76,eil,76,3,3590743262,True,572.0,538.0,0.06319702602230483,0.5288706270512193,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,eil76,eil,76,4,1961457339,True,572.0,538.0,0.06319702602230483,0.5418810410192236,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroA100,kroa,100,0,3607549047,True,22773.0,21282.0,0.07005920496193967,2.5054798510391265,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroA100,kroa,100,1,1171159071,True,22773.0,21282.0,0.07005920496193967,2.472878584987484,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroA100,kroa,100,2,1963168802,True,22773.0,21282.0,0.07005920496193967,2.4835939669283107,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroA100,kroa,100,3,1439782545,True,22773.0,21282.0,0.07005920496193967,2.4861974390223622,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroA100,kroa,100,4,2237015325,True,22773.0,21282.0,0.07005920496193967,2.472999382065609,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroB100,krob,100,0,4052539979,True,24359.0,22141.0,0.1001761438056095,1.9328442399855703,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroB100,krob,100,1,329019125,True,24359.0,22141.0,0.1001761438056095,1.9414363580290228,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroB100,krob,100,2,2794687350,True,24359.0,22141.0,0.1001761438056095,1.936246629920788,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroB100,krob,100,3,1767226010,True,24359.0,22141.0,0.1001761438056095,1.9485430509084836,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroB100,krob,100,4,3171010272,True,24359.0,22141.0,0.1001761438056095,1.946407629060559,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroC100,kroc,100,0,416185648,True,23749.0,20749.0,0.14458528121837197,1.7353370209457353,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroC100,kroc,100,1,1308235135,True,23749.0,20749.0,0.14458528121837197,1.7297282660147175,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroC100,kroc,100,2,1518585011,True,23749.0,20749.0,0.14458528121837197,1.725109784048982,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroC100,kroc,100,3,656896932,True,23749.0,20749.0,0.14458528121837197,1.7618724259082228,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroC100,kroc,100,4,3319736501,True,23749.0,20749.0,0.14458528121837197,1.7466420159908012,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroD100,krod,100,0,2590939674,True,24454.0,21294.0,0.14839860993707146,1.9515820300439373,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroD100,krod,100,1,4029978982,True,24454.0,21294.0,0.14839860993707146,1.9350689379498363,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroD100,krod,100,2,482384197,True,24454.0,21294.0,0.14839860993707146,1.9321803560014814,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroD100,krod,100,3,405893105,True,24454.0,21294.0,0.14839860993707146,1.9239797769114375,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroD100,krod,100,4,1236349829,True,24454.0,21294.0,0.14839860993707146,1.9265363370068371,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroE100,kroe,100,0,363902383,True,23761.0,22068.0,0.07671741888707631,1.7151945380028337,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroE100,kroe,100,1,1803528854,True,23761.0,22068.0,0.07671741888707631,1.708844910026528,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroE100,kroe,100,2,697899445,True,23761.0,22068.0,0.07671741888707631,1.706689648097381,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroE100,kroe,100,3,835041547,True,23761.0,22068.0,0.07671741888707631,1.6866767930332571,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,kroE100,kroe,100,4,713403532,True,23761.0,22068.0,0.07671741888707631,1.7082117140525952,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,pr76,pr,76,0,41732930,True,123971.0,108159.0,0.14619218003125029,0.9089662280166522,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,pr76,pr,76,1,2768977601,True,123971.0,108159.0,0.14619218003125029,0.9098070979816839,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,pr76,pr,76,2,2309925522,True,123971.0,108159.0,0.14619218003125029,0.9154590839752927,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,pr76,pr,76,3,1072426770,True,123971.0,108159.0,0.14619218003125029,0.9112362059531733,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,pr76,pr,76,4,4170269549,True,123971.0,108159.0,0.14619218003125029,0.9110227730125189,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rat99,rat,99,0,1386518535,True,1429.0,1211.0,0.18001651527663087,1.4033625910524279,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rat99,rat,99,1,3613177077,True,1429.0,1211.0,0.18001651527663087,1.4009387609548867,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rat99,rat,99,2,4044857576,True,1429.0,1211.0,0.18001651527663087,1.42155345401261,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rat99,rat,99,3,3771897516,True,1429.0,1211.0,0.18001651527663087,1.3879037080332637,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rat99,rat,99,4,252526908,True,1429.0,1211.0,0.18001651527663087,1.3944652009522542,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rd100,rd,100,0,552122125,True,8680.0,7910.0,0.09734513274336283,2.198000923031941,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rd100,rd,100,1,4170737884,True,8680.0,7910.0,0.09734513274336283,2.200277075986378,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rd100,rd,100,2,1244828751,True,8680.0,7910.0,0.09734513274336283,2.2017363909399137,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rd100,rd,100,3,2958071883,True,8680.0,7910.0,0.09734513274336283,2.2041121260263026,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,rd100,rd,100,4,2796836856,True,8680.0,7910.0,0.09734513274336283,2.1768734148936346,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,st70,st,70,0,1510409944,True,738.0,675.0,0.09333333333333334,0.5684017909225076,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,st70,st,70,1,2201141416,True,738.0,675.0,0.09333333333333334,0.5801586440065876,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,st70,st,70,2,1756161515,True,738.0,675.0,0.09333333333333334,0.5507639999268577,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,st70,st,70,3,83988591,True,738.0,675.0,0.09333333333333334,0.5522781290346757,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
101,base64,base64,st70,st,70,4,3733931625,True,738.0,675.0,0.09333333333333334,0.5565245259786025,FEASIBLE,53acdb206f7d2a72b3f2d4c0421c2f80b5993df68373045190e7ece9c5d8077c
202,base64,base64,berlin52,berlin,52,0,3499983001,True,11226.0,7542.0,0.4884645982498011,2.2110054809600115,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,berlin52,berlin,52,1,3768713281,True,10377.0,7542.0,0.37589498806682575,2.2360473329899833,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,berlin52,berlin,52,2,1606363845,True,11015.0,7542.0,0.46048793423495094,2.238113956991583,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,berlin52,berlin,52,3,3372856279,True,12013.0,7542.0,0.5928135773004508,2.2739627710543573,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,berlin52,berlin,52,4,3591542596,True,10320.0,7542.0,0.36833731105807477,2.2160896769491956,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil51,eil,51,0,1084812716,True,694.0,426.0,0.6291079812206573,2.1314405440352857,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil51,eil,51,1,635999882,True,723.0,426.0,0.6971830985915493,2.145314803929068,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil51,eil,51,2,1886763623,True,654.0,426.0,0.5352112676056338,2.1431257829535753,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil51,eil,51,3,4002593703,True,641.0,426.0,0.5046948356807511,2.154773584101349,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil51,eil,51,4,3943113937,True,629.0,426.0,0.4765258215962441,2.134846230968833,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil76,eil,76,0,743522659,True,1020.0,538.0,0.895910780669145,3.8400115739786997,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil76,eil,76,1,1125925278,True,1066.0,538.0,0.9814126394052045,3.8767283939523622,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil76,eil,76,2,616286066,True,1024.0,538.0,0.9033457249070632,3.9075375869870186,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil76,eil,76,3,3079908493,True,1039.0,538.0,0.9312267657992565,3.85188317601569,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,eil76,eil,76,4,3128699453,True,967.0,538.0,0.7973977695167286,3.8683467969531193,FEASIBLE,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroA100,kroa,100,0,55269337,False,inf,21282.0,1.0,5.094548133085482,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroA100,kroa,100,1,941857249,False,inf,21282.0,1.0,5.07705363293644,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
202,base64,base64,kroA100,kroa,100,2,3526120966,False,inf,21282.0,1.0,5.085120358970016,Time limit exceeded,913072853418d915478ec3249a4669930bc9af02a7a5a061565e494ad44b92b0
